Tata Open,Tata High,Tata Low,Tata Close,Tata Adj Close,Tata Volume,Daily Return %,MA_10,MA_30,Volatility_10
3749,3758,3721.399902,3736.25,3618.624512,2739393,-1.694434336,3659.146997,3559.796395,46.06476703
3646,3729.800049,3646,3690.050049,3573.878662,3143862,-1.236543053,3658.672437,3561.315348,47.00140878
3731,3733.399902,3625.100098,3649.25,3534.363281,5718297,-1.105672149,3646.943677,3562.932788,61.38224289
3769.5,3809.399902,3722.199951,3769.899902,3651.2146,3330501,3.306149077,3647.849219,3567.741471,61.37061094
3840,3849.649902,3740.100098,3771.350098,3652.619385,3258414,0.038474457,3650.551392,3572.220866,60.87489178
3807,3851.550049,3771.100098,3833.5,3712.812256,3112358,1.647937128,3655.829785,3579.760775,63.99631995
3910,3920,3811,3826.550049,3706.081299,6176776,-0.181289991,3656.95813,3590.790576,64.85345317
4012,4012,3910.5,3914.649902,3791.407715,3102539,2.302335246,3665.679614,3603.390983,76.69467658
4033.949951,4041.699951,3980,3990.600098,3858.187012,2389041,1.761332519,3678.01853,3617.570085,96.43532065
3992.699951,4043,3962.300049,4019.149902,3885.789551,3442604,0.71542771,3698.497827,3632.612777,116.7446653
3877.850098,3977,3860.050049,3968.149902,3836.481934,3348123,-1.268921447,3720.28357,3645.751994,120.4517116
3918,3923,3857,3897.899902,3768.562988,6684507,-1.770344476,3739.752002,3657.707145,109.3840533
3925,3929,3836.550049,3859.899902,3731.82373,3203744,-0.974887726,3759.498047,3672.282666,82.77352494
3856,3925,3856,3915.899902,3785.965576,1906106,1.450814666,3772.973145,3683.428068,73.65275172
3978,3978,3861,3879.850098,3751.111816,3937092,-0.92060425,3782.822388,3692.682072,61.3236993
3820,3864.899902,3796.399902,3853.5,3725.635986,2460591,-0.679154108,3784.104761,3696.793123,59.81247181
3812,3835,3772,3807.449951,3681.114258,1810293,-1.195010145,3781.608057,3697.014966,63.81817384
3865,3870,3812.399902,3860.949951,3732.839111,1733031,1.405141198,3775.751196,3699.274113,65.48467372
3831.100098,3889.149902,3811.699951,3884.75,3755.849365,2488606,0.616427693,3765.517432,3701.367269,58.82866099
3750,3830,3745,3817.75,3691.072266,2346158,-1.724699068,3746.045703,3701.149447,45.25547237
3742.800049,3760,3731.300049,3738.350098,3614.307129,1207141,-2.079751667,3723.828223,3701.086263,50.19151723
3681.350098,3740,3680,3733.75,3609.859863,1966475,-0.123046156,3707.95791,3702.12745,58.82329013
3692.25,3719.949951,3685,3694.699951,3572.105469,1456923,-1.045868688,3691.986084,3699.475936,71.86169682
3710,3725,3693.850098,3706.550049,3583.562012,1456218,0.320722417,3671.745728,3697.522697,70.94899998
3671,3700,3653.100098,3696.100098,3573.458984,1534135,-0.281926976,3653.980444,3695.784741,71.10954027
3685,3705,3644.800049,3670.899902,3549.094971,2209923,-0.681804747,3636.326343,3692.086963,73.22634112
3648,3670.5,3630,3662.699951,3541.166992,1792861,-0.2233803,3622.331616,3686.965934,76.99184248
3624,3636.800049,3606.25,3630.75,3510.277588,1224328,-0.872294474,3600.075464,3680.502092,73.5908584
3582.649902,3641.199951,3566.399902,3608.300049,3488.572266,2340989,-0.618336341,3573.347754,3672.294572,57.507758
3589,3606,3510.149902,3556.899902,3438.877686,2312310,-1.424496218,3548.128296,3664.223942,55.4047811
3602.5,3651.350098,3573.699951,3584.350098,3465.416992,4333992,0.771743238,3533.239282,3659.117025,55.64960068
3582,3608.449951,3570,3581.600098,3462.758301,2072320,-0.076720666,3518.529126,3655.413013,52.4985406
3620,3623,3558.149902,3570.350098,3451.881592,1603233,-0.314105348,3506.506738,3652.663623,52.63180503
3605,3635,3576.699951,3623.800049,3503.55835,1747007,1.497060563,3498.506372,3647.741748,45.16891915
3650,3662,3601.699951,3609.649902,3489.877197,1883864,-0.390493083,3490.148194,3642.317009,36.69704568
3585,3642,3575.100098,3636.800049,3516.126709,1510718,0.752161481,3486.851367,3635.760824,31.99223606
3610,3634.75,3566,3601.75,3482.239502,1567957,-0.96376524,3480.958618,3628.29943,25.6804418
3601,3646.449951,3601,3626.899902,3506.554932,1428660,0.698269892,3480.586353,3618.804338,25.23126212
3562.5,3598,3524.300049,3584.5,3465.562256,1484458,-1.169029911,3478.285352,3605.716846,25.47013918
3640.449951,3658,3522,3536.399902,3419.057617,1849642,-1.341907476,3476.303345,3590.159115,29.35269974
3646.449951,3665.949951,3630.850098,3640.449951,3519.655273,2486263,2.942262672,3481.727173,3579.598226,32.0085522
3589.199951,3648,3574.100098,3642.899902,3522.023926,3152938,0.067297869,3487.653735,3571.380257,33.55541934
3535,3590,3535,3577.800049,3459.084229,2102118,-1.787032068,3488.373999,3562.28894,32.77037646
3491,3563.75,3491,3529.149902,3412.04834,5588446,-1.359778655,3479.222998,3549.825033,40.03153159
3447.149902,3529.350098,3406.449951,3502,3385.799316,2981745,-0.769303989,3468.81521,3537.647949,49.38956658
3425,3490,3411.899902,3446.850098,3332.479492,1941251,-1.574807572,3450.450488,3524.542733,62.29890637
3443.899902,3463,3434.050049,3445.899902,3331.560791,1849619,-0.027568092,3435.382617,3512.890951,71.32413878
3472.199951,3493.050049,3424,3443.300049,3329.047363,2161746,-0.075442958,3417.63186,3499.431226,73.69229504
3445,3480.949951,3407.800049,3464.25,3349.302246,2153461,0.608428802,3406.005859,3485.879655,74.45726851
3478.399902,3515.949951,3440.300049,3458.399902,3343.645996,3167936,-0.168878458,3398.464697,3474.298779,76.77143307
3515.149902,3520.850098,3451.600098,3475.699951,3360.37207,2136598,0.500234595,3382.536377,3465.834277,64.35272171
3550.600098,3562.850098,3506.399902,3521.899902,3405.039063,1632914,1.329227599,3370.837891,3459.006917,43.40059375
3569,3575.550049,3542,3556.399902,3438.394043,2013204,0.979577015,3368.768872,3454.54987,38.99588717
3528,3569.600098,3528,3553.300049,3435.397217,1809157,-0.087157724,3371.10376,3449.611043,42.42355209
3506,3534.149902,3485.699951,3526.050049,3409.051514,1747259,-0.766889572,3373.42898,3444.130794,43.92901617
3480,3510.050049,3436,3488.199951,3372.457031,1284514,-1.073450573,3377.426733,3438.242863,41.5426019
3498,3519.699951,3480.199951,3484.300049,3368.686768,1516489,-0.111795731,3381.139331,3432.493522,38.53852107
3508,3535,3496,3505.699951,3389.376221,1782692,0.614169688,3387.172217,3428.463477,33.92356533
3548,3548,3481.199951,3502.75,3386.524414,2526082,-0.084139582,3390.894434,3425.061882,31.24279568
3512.949951,3513.25,3505,3508.649902,3392.228516,328991,0.168435284,3395.752686,3423.506909,26.49601505
3504.199951,3519.899902,3466.050049,3492.25,3376.372803,1537639,-0.46741288,3397.352759,3420.53877,24.53237965
3494,3513.600098,3469.75,3484.199951,3368.589844,3087414,-0.23051243,3393.707837,3417.399821,25.93134164
3437.949951,3487,3412.949951,3476.399902,3361.049072,2020718,-0.223855451,3385.97334,3414.37207,22.41880114
3400.050049,3461,3385.949951,3397.75,3285.008789,3960501,-2.262397286,3370.934497,3407.087085,33.35478779
3518,3518,3415,3421.649902,3308.115479,2424942,0.703398118,3360.840894,3401.028361,35.72641503
3483,3511.25,3483,3489.75,3373.956055,2510813,1.990274415,3360.990796,3396.289339,35.78366896
3494.5,3529,3475,3482.600098,3367.043213,3878763,-0.204888324,3360.826441,3392.449463,35.74815041
3503,3514.550049,3450,3492.949951,3377.049805,2595594,0.297192265,3359.593799,3388.132625,34.85571188
3560,3561.600098,3485,3498.850098,3382.75415,2691670,0.168915039,3359.216773,3385.372355,34.55110257
3604.100098,3607.449951,3511.25,3532.5,3415.287598,4871211,0.961744382,3361.522681,3385.246688,37.63124933
3612,3630,3578.300049,3608.850098,3489.104248,2933693,2.161359706,3372.795825,3384.22832,55.30791648
3669,3690.100098,3625.199951,3634.149902,3513.564453,3135441,0.701045405,3387.293286,3383.946338,70.88883564
3603.449951,3652.699951,3601.449951,3647.149902,3526.133057,3590107,0.35771662,3403.801685,3386.181299,82.38762996
3625,3670,3608.199951,3611.449951,3491.617676,6442299,-0.97884511,3424.462573,3388.83361,74.84848931
3650,3675.449951,3645,3655.199951,3527.148193,3545655,1.017594717,3446.365845,3393.545239,68.824111
3706,3707,3630.600098,3652.850098,3524.880615,5752877,-0.064289275,3461.458301,3399.95861,67.72033462
3755,3757.5,3660,3685.600098,3556.483643,11845402,0.896570167,3480.402344,3407.456039,64.80846369
3925,3989.899902,3900,3935.649902,3797.772949,2934339,6.784490812,3522.474658,3423.080225,110.6258911
3830,3899,3820.050049,3892.899902,3756.520752,1647233,-1.086220729,3559.851318,3436.654175,120.8435152
3836,3857.449951,3795,3810.899902,3677.393555,1678154,-2.106395844,3586.061914,3447.779094,114.2492165
3754,3840,3741.600098,3833.300049,3699.008789,1877966,0.587786803,3607.052368,3459.066984,113.7375962
3724.800049,3783.649902,3707.449951,3773.300049,3641.11084,1356860,-1.565228749,3619.807007,3466.936043,109.1478856
3781.75,3810,3725,3730.199951,3599.520752,1578374,-1.142236252,3627.145776,3472.306934,104.5187363
3805,3805,3750.100098,3775.550049,3643.281982,2252412,1.215751568,3642.312207,3479.236426,93.04109076
3759.800049,3806,3722.149902,3791.899902,3659.059326,2489161,0.433053057,3655.50332,3487.57002,83.79038814
3850,3850,3751.25,3779.149902,3646.756104,2253075,-0.336240025,3667.690869,3496.713322,70.48744685
3900,3904,3802.899902,3836.949951,3702.531006,1673362,1.529438778,3682.295606,3507.841463,59.09514571
3890,3944.399902,3855,3871.300049,3735.677734,2320754,0.895245116,3676.086084,3519.384847,47.79490841
3870,3879,3835,3869.25,3733.699463,2003869,-0.052956147,3673.803955,3530.957349,43.91489741
3862.5,3896.850098,3852.449951,3862.149902,3726.848145,1744067,-0.183499451,3678.749414,3542.111336,47.03767891
3858,3871.550049,3821.649902,3862.949951,3727.620117,1568129,0.020713803,3681.610547,3553.81958,49.22615797
3809,3871,3807.850098,3823.5,3689.552246,2002008,-1.021237943,3686.454688,3564.518327,47.13705667
3920,3945,3805,3827.850098,3693.75,6477148,0.113774077,3695.877612,3575.608358,35.90870574
3930,3981.75,3892.100098,3903.300049,3766.556885,2946666,1.971083181,3708.205103,3591.659961,36.99024709
3882.100098,3980,3866,3954.550049,3816.010986,2461369,1.312979002,3723.900269,3608.589811,46.0168136
3849.949951,3896.5,3825,3885.899902,3749.766357,1991188,-1.735965364,3734.201294,3621.116821,37.58641211
3767,3852.399902,3767,3845.350098,3710.636719,1691473,-1.04352203,3735.011865,3632.569938,36.90883239
3789.699951,3808.699951,3765,3791.399902,3658.57666,1441148,-1.402995306,3727.301758,3641.954167,44.10567717
3810,3815,3756,3774.149902,3641.930664,4147175,-0.454985574,3718.124878,3650.593384,51.5460297
3864,3869.949951,3808.25,3815.899902,3682.218262,1585039,1.106215404,3713.66189,3659.491073,52.62756527
3849.699951,3877.600098,3814,3852,3717.053711,1723693,0.946045197,3712.605249,3667.089388,52.42184985
3825,3856.899902,3804.550049,3842.050049,3707.452148,1746812,-0.258311118,3714.395239,3673.552311,51.84970367
3734,3859.149902,3722,3836.75,3702.338135,3403717,-0.137938746,3715.254053,3679.425814,51.53995019
3796,3816.699951,3707,3714.949951,3584.805176,2643336,-3.174560365,3697.078882,3682.532064,62.35103015
3709.399902,3804.100098,3703.449951,3786.449951,3653.800049,3207480,1.924647773,3680.857788,3686.753792,47.24149752
3715,3740.350098,3687.600098,3701.300049,3571.633301,2033114,-2.248802532,3663.044483,3688.312215,51.74111942
3666,3729.5,3651.100098,3720.149902,3589.822998,3944728,0.509282322,3650.96311,3689.423527,53.46968014
3660,3687.600098,3647.899902,3671.850098,3543.215332,1902533,-1.29832769,3639.426978,3680.938273,63.20324733
3610,3697.75,3607.050049,3659,3530.814941,2123263,-0.349975653,3628.315405,3673.414746,71.88531755
3657,3667.350098,3594.399902,3613.199951,3486.619873,2511141,-1.251695961,3608.755566,3667.055623,81.55006836
3580,3673,3561.899902,3637.399902,3509.97168,3744176,0.669754887,3588.047363,3660.754386,77.16878628
3506,3575,3500,3559.5,3434.801025,2836148,-2.141631382,3560.782251,3653.877393,78.44904099
3573.850098,3595,3536.600098,3560.550049,3435.813965,2631309,0.0294905,3534.129834,3648.4205,69.81225552
3482.100098,3560.800049,3463,3553.050049,3428.576904,4336019,-0.210635997,3518.507007,3641.263664,74.5329626
3460,3494.350098,3436.5,3472.949951,3351.282715,2083489,-2.254410246,3488.255273,3631.004443,74.91072123
3360.75,3480,3357.5,3463.399902,3342.067627,4363584,-0.274971967,3465.298706,3620.848161,81.41351103
3326,3368,3326,3351.75,3234.328857,1310205,-3.223716035,3429.749292,3605.241423,97.10052146
3350,3360,3327.100098,3344.199951,3227.043701,1929707,-0.225244752,3398.132129,3588.286955,107.0177377
3315.600098,3349.899902,3315.600098,3333.899902,3217.104248,2040777,-0.308004909,3366.76106,3571.067114,109.7472302
3323.899902,3337,3310,3322.699951,3206.296631,1510489,-0.335942393,3338.728735,3553.715397,111.5171519
3272.550049,3324,3265,3309.800049,3193.848877,2292362,-0.388228397,3307.116455,3535.923022,101.9789417
3275,3315,3262.5,3283.949951,3168.904053,2534521,-0.78102706,3280.526758,3518.568083,99.62515283
3300,3305.199951,3261.199951,3273.949951,3159.254639,2929598,-0.304503192,3252.870825,3500.751571,89.61079033
3229,3290,3218.949951,3284.899902,3169.820801,3804735,0.334451103,3226.995215,3480.860368,67.98696934
3180,3224.899902,3167,3219.399902,3106.615479,2608669,-1.993971457,3202.528491,3457.213851,62.05530195
3219,3223.5,3162.350098,3167.449951,3056.485352,2999943,-1.613657285,3173.970264,3434.104484,56.13421324
3200.25,3225.449951,3190.300049,3195.800049,3083.842285,1731997,0.895045448,3158.921607,3413.211336,58.28542892
3188,3204.449951,3132.399902,3197.800049,3085.771973,1660654,0.062574147,3144.794434,3394.117847,57.04695927
3200,3210,3161.149902,3182.949951,3071.442627,1121367,-0.464368272,3130.228272,3375.101579,55.09511735
3200,3224.25,3190.850098,3197.550049,3085.531006,1259611,0.45868931,3118.151709,3355.212004,49.5224576
3230,3241.550049,3206.649902,3212.850098,3100.295166,1776193,0.478496569,3108.796338,3334.653385,41.88055701
3190,3224.949951,3190,3216.350098,3103.672119,2859334,0.108923597,3102.273145,3314.527385,36.1687852
3184.600098,3215,3156.149902,3205.800049,3093.491943,1811945,-0.328004235,3095.696875,3294.232511,30.13188566
3180,3199.800049,3176,3184.600098,3073.034668,1597058,-0.661300413,3086.018262,3277.173495,15.82486962
3213,3219.850098,3192,3194.800049,3082.877441,1256526,0.32029489,3083.644458,3258.142741,14.0756229
3227.600098,3231.850098,3194,3202.949951,3090.741699,2232968,0.255094734,3087.070093,3242.113021,10.42706148
3187,3222,3185,3214.550049,3095.18042,2044279,0.143613457,3088.203906,3225.624935,10.6511128
3214,3214,3175,3187.550049,3069.18335,1809339,-0.839920989,3086.545044,3209.823869,12.24456729
3235,3236,3188.350098,3193.100098,3074.527344,1892226,0.174117783,3086.853516,3194.614282,11.85446667
3250,3282,3201,3208.149902,3089.018555,6365067,0.471331342,3087.202271,3181.360905,11.86253432
3298,3298,3231.899902,3258.5,3137.498535,2485811,1.569429873,3090.922607,3168.945134,19.68179849
3275,3282.699951,3241.600098,3274.949951,3153.337891,2640710,0.504840268,3095.889185,3159.563029,27.83444592
3313,3328,3256.100098,3262.300049,3141.157471,2159420,-0.386270689,3100.655737,3149.741146,31.25002782
3342,3374,3302,3321,3197.677979,1972858,1.799352898,3113.120069,3142.044515,42.01305953
3331,3339.699951,3295.199951,3325.449951,3201.962158,1682274,0.133977812,3125.02854,3137.067163,48.81490882
3358,3362,3332.350098,3341.5,3217.416504,990310,0.482652362,3137.696021,3132.912126,54.97611164
3346,3382,3338.5,3345.75,3221.508789,1693146,0.127191646,3150.328858,3132.48479,58.52110142
3342,3366.300049,3326.5,3340.850098,3216.790527,1497322,-0.146461249,3165.089575,3132.143018,54.23840996
3391.5,3391.5,3333,3336.75,3212.842773,1355238,-0.122723378,3178.921118,3132.000969,45.51187927
3375.25,3399.649902,3350,3380.800049,3255.257568,2722861,1.320164042,3195.54502,3133.633,38.90618652
3284,3383,3278.5,3373.600098,3248.324463,4155204,-0.212981764,3206.627612,3135.448853,36.22653848
3329,3329,3256.399902,3261.399902,3140.290771,1467104,-3.32582823,3205.3229,3134.495077,38.52130463
3304,3327.050049,3285,3301.199951,3178.612793,1708688,1.220333555,3209.068433,3135.140348,33.016756
3265,3286,3251.699951,3273.100098,3151.556152,1130569,-0.851209089,3204.45625,3134.531527,37.67721575
3350.899902,3358,3275,3297.300049,3174.858154,3380431,0.739380829,3201.745849,3136.806283,38.83371581
3265.5,3336.050049,3260,3317.75,3194.548584,2273413,0.620198732,3199.459057,3141.40839,38.48008777
3262.100098,3294.699951,3253,3274.350098,3152.76001,1635552,-1.308121411,3192.58418,3143.705648,40.20561776
3298,3298,3251.550049,3262.75,3141.590576,1304985,-0.354274793,3185.064184,3145.566268,42.1601739
3279,3308.699951,3270.350098,3276.350098,3154.685547,1847360,0.416826149,3179.248462,3148.341032,41.91301535
3211.550049,3309,3211,3273.800049,3152.230713,3452954,-0.077815489,3168.945776,3150.564355,32.83194404
3210,3224,3193,3216.800049,3097.347168,1874324,-1.741101778,3153.848047,3150.466089,26.3468307
3202,3220,3186.199951,3200.25,3081.411621,1710925,-0.514490179,3147.960132,3149.724072,34.90297666
3198,3231,3187.199951,3200.149902,3081.31543,2574057,-0.003121654,3138.230396,3149.318188,38.75738348
3145,3190.449951,3133.600098,3183.199951,3064.994629,2559821,-0.529669921,3129.574243,3149.050187,44.66644895
3128,3156.850098,3125,3143.75,3027.009766,1836060,-1.239312547,3114.789404,3147.187931,51.89599618
3154.550049,3154.550049,3122.649902,3141.25,3024.602783,1281706,-0.079516856,3097.794824,3144.983301,50.68715835
3150.850098,3159.449951,3115,3129.449951,3013.240723,2240078,-0.375654617,3083.842896,3142.251978,53.02447387
3168.600098,3169.949951,3132,3153,3035.91626,1377441,0.752529887,3073.275464,3141.143075,50.71687771
3150,3170.350098,3128.600098,3159.149902,3041.837646,1652799,0.195044444,3061.990674,3140.053418,42.47494042
3189.5,3198,3135.649902,3143.600098,3026.865479,1763701,-0.492207959,3049.454151,3137.981649,29.35596767
3161.949951,3217.75,3161.800049,3180,3061.913574,5959785,1.157900648,3045.910791,3135.46215,24.70244633
3120,3165,3103.800049,3158.5,3041.212158,1923753,-0.676094067,3041.890845,3131.724626,21.32308671
3092,3128.25,3082.100098,3114,2998.364746,1841613,-1.408892566,3033.595776,3126.964868,20.39664461
3081.5,3105,3072,3081.5,2952.628418,1652260,-1.525375726,3022.359155,3118.796549,29.90989551
3061,3088.199951,3055.100098,3080.5,2951.670166,1685566,-0.032454202,3014.825195,3110.453483,37.20680365
3067.100098,3088.800049,3052.100098,3060,2932.027588,2329027,-0.665473339,3005.567676,3100.940519,45.16874783
3084,3118,3067.100098,3082,2953.107422,1986041,0.718950739,2999.554346,3091.993807,47.95083502
3100,3124,3078,3088.800049,2959.623047,2098538,0.220636234,2991.925024,3083.421558,47.59061249
3055,3075.199951,3036,3069.75,2941.369629,2890462,-0.616748069,2981.878223,3074.372453,46.47459705
3098.5,3098.5,3040,3051.5,2923.883057,2043935,-0.594504405,2971.579981,3063.326636,46.80698148
3120,3120,3070.600098,3087.600098,2958.473389,1978558,1.183027205,2961.235962,3053.664933,34.4152406
3125,3128.100098,3091.149902,3122.600098,2992.01001,2415625,1.133578592,2956.315747,3048.722241,23.4957302
3145.949951,3164.199951,3125,3145.5,3013.95166,2137153,0.733341464,2957.874439,3043.233537,26.86991088
3133,3159.850098,3111.800049,3132.899902,3001.878906,1912540,-0.400562297,2962.799487,3038.244295,30.11872868
3105.5,3134,3074,3111.449951,2981.325928,1791671,-0.684670456,2965.765064,3031.793221,30.36017337
3070,3099.399902,3052.399902,3095.699951,2966.234863,1939289,-0.506186353,2969.185791,3024.182764,27.96952871
3062.800049,3090,3035,3049.75,2922.206299,1990777,-1.484324945,2966.095679,3016.49764,31.43551002
3024.899902,3055,3004,3037,2909.989502,1545831,-0.418067575,2961.132324,3008.777604,36.13767017
3099,3132.050049,3020,3035.649902,2908.695801,3072305,-0.044457239,2957.864942,3000.577946,39.44848651
3145.600098,3157.350098,3105.5,3115.25,2984.967041,1621395,2.622180015,2963.97334,2995.00249,38.31489093
3149.949951,3151,3112,3124.100098,2993.447021,1639037,0.284089569,2967.470703,2991.539152,39.33956268
3106,3136.100098,3103,3132,3001.016357,1471417,0.252863536,2968.371338,2988.85931,40.06027766
3102.050049,3153,3088.050049,3100.800049,2971.121582,2490260,-0.996155017,2964.08833,2985.186182,36.80276126
3105,3119,3091.050049,3109.5,2979.457764,1615309,0.280573574,2961.846216,2982.334953,34.87726135
3148,3148,3105.25,3118.800049,2988.368652,1988980,0.299077507,2962.550488,2981.046916,35.38177602
3225,3225.350098,3126.350098,3144.550049,3013.041748,3141893,0.825637626,2967.231177,2980.661548,38.84947436
3169,3189,3135.100098,3161.800049,3029.570068,2679106,0.548559276,2977.967554,2981.205859,39.84655957
3229,3247,3182.600098,3195.149902,3061.525391,3224657,1.054780787,2993.121143,2982.059497,39.93650365
3160.300049,3237.25,3087.449951,3218.949951,3084.330078,6062760,0.744879891,3010.68457,2983.475911,37.20963229
3214,3214,3073.050049,3104.050049,2974.23584,8654596,-3.569470038,3009.61145,2981.72159,38.1759281
3322.25,3338.100098,3213.199951,3246.550049,3110.776367,3791828,4.590776735,3021.344385,2983.35035,49.11782599
3354,3354.350098,3308,3322.25,3183.310059,2911129,2.331690981,3039.573755,2988.086947,70.08692939
3270,3335,3266.050049,3317.350098,3178.614502,2578118,-0.147505487,3060.323047,2994.095272,77.85377835
3259,3277.550049,3234.800049,3271.399902,3134.58667,2491268,-1.385126506,3075.835938,3000.160547,75.3659894
3275,3275,3230,3264.699951,3128.166992,2291562,-0.20480142,3089.815772,3006.043774,70.12207361
3171,3263,3151,3238.899902,3103.445557,5317862,-0.790285016,3098.856152,3011.757707,64.74581271
3191.100098,3215,3145,3165,3032.636475,4285076,-2.281627974,3099.162793,3014.408675,64.38747831
3155,3205,3132,3177.850098,3044.949463,3530069,0.406015957,3097.5052,3017.252889,65.6647726
3083,3188.449951,3060.899902,3158.550049,3026.455811,4694008,-0.607354973,3091.717774,3020.089095,69.39920752
3090.649902,3118,3043.050049,3066.800049,2938.543457,3697370,-2.904795559,3088.148535,3020.577775,76.65160864
3112.199951,3130.850098,3050,3064.850098,2936.675049,3179786,-0.063582793,3070.738404,3019.851164,89.6166486
3111.199951,3152.300049,3111.149902,3121.100098,2990.572266,2207104,1.835314296,3051.464624,3019.803239,83.21307299
3140,3169,3122.850098,3142.600098,3011.17334,3305973,0.688867286,3034.720508,3019.710628,70.68897567
3048.699951,3139.449951,3018.649902,3129.649902,2998.764404,2821646,-0.412096369,3021.138281,3019.606812,61.86652644
3030,3099,3005,3050.199951,2922.637451,5776626,-2.538610666,3000.585327,3017.650529,56.24374861
3125.949951,3146.449951,2987.050049,3036.5,2909.510254,3656306,-0.449155847,2981.191797,3015.759709,49.91502253
3105,3155,3085.300049,3112.949951,2982.763428,3838390,2.517714928,2976.204492,3017.77828,46.58417509
3060,3141,3060,3110.050049,2979.984375,4894756,-0.093170413,2969.707984,3020.111442,39.99602559
3041,3099,3041,3066.149902,2937.920166,3097083,-1.411558039,2960.854419,3021.085588,35.59561761
3075,3117,3041.350098,3057.949951,2930.063232,2938317,-0.267431841,2960.006397,3019.255461,36.28063256
3075,3093.199951,3060,3070.949951,2942.519775,3053778,0.425128812,2960.590869,3017.557886,35.90817419
3006.949951,3066.899902,2992.100098,3050.949951,2923.355713,1942397,-0.651280653,2953.869214,3014.969198,35.9634675
3016,3033,2996,3006.949951,2881.196533,2003125,-1.442150191,2940.871533,3011.971696,36.43639446
3016.100098,3063.199951,2996.600098,3008.050049,2882.250488,3203686,0.036580462,2929.220142,3008.731453,34.44123939
3023,3081.449951,3016.050049,3049.699951,2922.157959,3916760,1.384594128,2929.172192,3006.52443,34.45175427
3035,3064,2996.899902,3059.100098,2931.165283,3509857,0.308242201,2931.337695,3003.795215,33.7520319
2960,3025,2948,3006.350098,2880.621338,3306469,-1.724363525,2921.123486,2998.830257,31.86262031
2926,2965,2901.800049,2924.199951,2801.906738,3265871,-2.732556305,2903.315723,2990.176302,43.09408763
2960,2972.350098,2880,2894.300049,2773.257324,5553153,-1.022497059,2886.849438,2979.80721,57.46519512
2974,3029.899902,2968.449951,2995.300049,2870.033447,4224073,3.489619307,2880.84646,2976.333797,55.55300366
2972,3003.350098,2921.149902,2948.100098,2824.807617,3774549,-1.575794528,2869.075244,2966.801506,53.46480132
2970,3028,2968,2980.199951,2855.564697,3832829,1.088820344,2862.296142,2955.87666,50.00329789
3096,3096,2943.149902,2958.449951,2834.724365,5366696,-0.729814738,2857.648926,2944.413656,50.21064529
3058,3087.149902,3016.149902,3071.850098,2943.38208,3725028,3.833096309,2863.762085,2938.040169,56.82449574
3065,3097.899902,3031,3057.350098,2929.48877,4189909,-0.47201857,2864.495166,2931.417562,57.70206504
3105.100098,3132.850098,3045.550049,3073.100098,2944.579834,3678426,0.515143262,2865.836621,2926.122038,59.55054746
3150,3167.649902,3100,3108.800049,2978.787109,3435770,1.161703093,2875.653198,2924.327059,69.51577147
3209,3209,3131.550049,3139.850098,3008.538574,2630853,0.998777822,2896.316382,2923.113363,75.60297873
3184.199951,3245.5,3182,3190.800049,3057.357666,2777404,1.622684596,2924.726416,2924.143424,77.57559515
3215,3219.300049,3185.050049,3206,3071.921875,1165882,0.476365888,2944.915259,2928.589372,87.40775789
3185,3219.399902,3157.300049,3213.300049,3078.916504,2127983,0.227695537,2970.326147,2933.330754,85.52738402
3195,3245.800049,3164,3176.899902,3044.038818,2658751,-1.132790901,2989.17356,2935.112972,77.84994016
3189.5,3226,3155.149902,3214.100098,3079.683105,2526592,1.17095376,3013.669434,2937.396631,60.44507549
3198.949951,3205.850098,3129,3157.949951,3025.881592,2366135,-1.746982114,3021.919385,2938.300537,55.18722896
3216.050049,3237.850098,3176,3188.449951,3055.105713,2057261,0.965805175,3034.481079,2942.716146,45.20401209
3213,3236,3162.649902,3200.050049,3066.220703,2505866,0.363816871,3046.645166,2947.939827,33.0591123
3174,3224,3150,3203.449951,3069.478271,2881837,0.106240493,3055.714282,2950.830322,23.40534192
3100,3165,3044.100098,3139.350098,3008.059082,3985846,-2.000965101,3055.666333,2951.766146,23.51297028
3210.050049,3216.850098,3100,3111.350098,2981.230469,5445659,-0.891891159,3048.053613,2953.209822,33.22321838
3230,3275,3183.800049,3196.550049,3062.866943,3083938,2.738348304,3047.14812,2957.636613,32.61830058
3300,3306.449951,3227,3261.050049,3124.669678,2786662,2.01780672,3051.723437,2963.708276,39.95359563
3308.949951,3339.800049,3278.649902,3291.300049,3153.655029,2272887,0.927629285,3062.685059,2971.38492,51.09471907
3241.899902,3325,3241.899902,3303.100098,3164.961182,3052459,0.358509504,3071.212866,2980.843742,60.49818149
3305,3309.149902,3262.100098,3273.850098,3136.93457,2778546,-0.885527828,3082.318164,2989.333211,61.43778353
3270,3327.949951,3267.100098,3308.800049,3170.422852,3453446,1.067547992,3093.849878,2997.608708,66.3856791
3233,3279,3232,3260.699951,3124.33374,2975735,-1.453721291,3099.661182,3004.047656,66.24173537
3250,3256.75,3187.399902,3221.75,3087.012695,4160906,-1.194528117,3101.414624,3010.927368,65.58280437
3235,3274,3210,3233.350098,3098.128174,4131692,0.360072345,3110.421533,3020.801416,56.95440424
3155,3266.5,3120.399902,3250.699951,3114.752441,6931542,0.536590679,3123.77373,3032.184587,34.54441819
3175,3177,3126.25,3158.949951,3021.090332,3572801,-3.007048257,3119.596069,3037.219816,43.96913878
3176.449951,3210,3150,3174.850098,3036.296387,3611458,0.503330034,3110.75874,3044.269442,51.13346175
